id	HSK_level	URL	Title_EN	Title_ZH	Description	Content
6569	2	https://hskreading.com/where-is-the-park/	Where is the park?	公园在哪里？	Learn some directions and bearings such as: North (北), East (东), South (南), and West(西).	This is the 2nd part of a conversation that started at HSK 1. It continues at a HSK 3 level.小红：我们要去哪个公园玩？小明：你想去哪个公园？在学校西边的公园可以游泳，但不可以钓鱼；学校东边的公园可以看猴子和爬山，你想去哪个？小红：我想去看猴子！小明：那我们就去东边的公园吧。
6568	1	https://hskreading.com/lets-go-to-the-park/	Let’s go to the park	我们去公园玩吧	A Chinese dialogue about going to the park (公园).	小明：小红，你星期六想去玩儿吗？还是你想在学校学习？小红：你想去哪里？小明：星期六我们去公园吧，夏天来了，我们可以去游泳。小红：好啊！小明：那星期六早上九点，我在学校门口等你。
6539	1	https://hskreading.com/where-do-you-come-from/	Where do you come from?	你是哪国人？	One of the most common questions you will hear travelling around China is “Where are you from?”	小明：小红，你是英国人吗？小红：我不是，我是美国人，你呢？小明:我是加拿大人，我爸爸是中国人，我妈妈是加拿大人。小红：哦，我们班也有一个加拿大人。小明：是吗？那下次我去找他玩儿。  
6421	1	https://hskreading.com/favourite-animals/	Favourite animals	最喜欢的动物	Talking about favourite animals in this Chinese dialogue. Personally, I like cats (猫).	小明：小红，你最喜欢什么动物？小红：最喜欢狗，你呢？小明：猫，我想养一只猫。小红：你可以养啊，你自己住吗？小明：是的，我自己住。你下午跟我一起去宠物店，可以吗？小红：好的！
6422	2	https://hskreading.com/how-much-are-the-peaches/	How much are the peaches?	桃子怎么卖？	Buying items at a shop is a very important thing for beginners to learn.	斤is a Chinese measurement of weight equivalent to half a kilogram.小明：老板，请问桃子怎么卖？老板：桃子18块一斤。小明：桃子新鲜吗？老板：刚从树上摘下来的，很新鲜，很甜。小明：那我要这些，您看多少钱？老板：26块。小明：给您30。老板：好的，找你四块钱。
6403	2	https://hskreading.com/soon-it-will-be-summer/	Soon it will be summer	夏天快到了	Summer (夏天) is a great time to travel around China.	了should be read as “le” and not “liao” as given in the annotations.快五月了，天气越来越热了，夏天也快到了。在夏天，人们喜欢去游泳，有时在游泳池里，有时在大海里。夏天去海滩很好玩。夏天到了，西瓜也成熟了，很甜，所以在夏天，人们特别喜欢吃西瓜。
6402	1	https://hskreading.com/the-chinese-flag/	The Chinese Flag	中国的国旗	The Chinese flag was adopted on October 1, 1949.	中国的国旗有两种颜色：红色和黄色；国旗主要是红色的，星星是黄色的。国旗上有五颗星星，一颗大星星，和四颗小星星。五颗星星是人民团结在一起的意思。
6382	2	https://hskreading.com/north-south-china/	China’s North and South	中国的南北方	The Qinling Huaihe line is used to distinguish between North and South China.	以“秦岭-淮河”为线，这条线的北方是中国的北方，这条线的南方是中国的南方。中国的南北方是很不一样的。中国的北方比南方冷，但是中国的南方比北方更经常下雨。中国南北方吃的东西也是不一样的。
6381	1	https://hskreading.com/china/	About China	中国	Learn some basic facts about China in this beginner’s Mandarin passage.	中国在亚洲的东南部，是全世界人口最多的国家。中国很大，是世界第二大国家，面积为960万平方公里；从地图上看，中国像一只公鸡。中国一共有五千年的历史。
6375	2	https://hskreading.com/taking-a-test/	Taking a test	考试	Tests (考试) are a big part of school life in China.	昨天晚上我很晚才睡，因为今天早上我要考试，但是还没有复习，所以学习到很晚。早上我去考试之前，觉得很累，喝了一杯咖啡。考试开始，我就不累了。我很快地完成了试卷，然后就回家睡觉了。
6355	1	https://hskreading.com/going-to-the-hospital/	Going to the hospital	去医院	No one likes having a fever (发烧). Learn some other key words such as hospital (医院) in today’s beginner reading.	今天早上，我发烧了，就去了医院。我坐在医院的椅子上，等医生看病。有一个奶奶问我，是不是自己来的医院？我说：“是的。”她就给了我面包和一杯水。我真感动啊！
6334	2	https://hskreading.com/lets-build-a-snowman/	Let’s build a snowman	我们堆雪人吧	This Chinese dialogue is about making a snowman (雪人). Learn some colours and body parts at the same time!	小明：你看，下雪了！小红：我们一起去堆雪人吧。小明：雪人想要什么颜色的眼睛呢？小红：黑色！小明：那鼻子呢？小红：红色！小明：好的，那我先回家给雪人找黑色的眼睛和红色的鼻子。
6315	1	https://hskreading.com/what-do-you-do-at-home/	What do you do at home?	你在家干什么？	This Chinese dialogue has some key vocabulary: computer (电脑), TV (电视), and TV program (电视节目) .	小红：小明，你在家会干什么？小明：我会在家玩电脑游戏，你呢？小红：我喜欢在家看电视。小明：你喜欢看什么节目？小红：我喜欢看体育比赛。我最喜欢看篮球比赛了！小明：那周末我们一起看吧！
6109	2	https://hskreading.com/dont-overdo-it/	Don’t overdo it!	画蛇添足	This article is about the Chinese idiom画蛇添足. Most Chinese idioms are composed of 4 characters.	有个比赛：谁画的蛇最好谁就可以喝酒。四个人来参加比赛。有一个人很快就画好了，看到别人还在画，最后他给蛇画了四只脚。他输掉了比赛，因为蛇本来就是没有脚的！这个故事告诉我们，不要去做没必要的事情。
6054	1	https://hskreading.com/talking-about-weather/	Talking about weather	谈天气	Talking about weather is important.	我最喜欢北京的春天。因为在春天，北京的天气特别好，总是晴天，天空很蓝，我喜欢蓝天。但是我不喜欢下雨，所以不喜欢冬天的桂林。冬天的时候，桂林一下雨就冷，天气很不好。
5996	1	https://hskreading.com/is-doctor-zhang-available/	Is Doctor Zhang available?	打电话	A chinese dialogue about booking a doctor’s appointment.	小明：喂，你好！我是小明。小红：你好，小明，请问你有什么事吗？小明：请问今天中午张医生有空吗？小红：张医生中午没空，但是下午有空。小明：好的，我下午去医院找她！谢谢，再见！小红：再见。
5978	2	https://hskreading.com/where-do-they-reside/	Where do they reside?	它们住在哪儿？	A dialogue talking about where vehicles are to be found.	哥哥：弟弟，你知道飞机住在哪儿吗？弟弟：我知道，住在机场。那你知道火车住在哪儿吗？哥哥：住火车站！那公共汽车呢？弟弟：住在汽车站！哥哥：那你知道动车和高铁住在哪儿吗？弟弟：我知道！它们都住在高铁站！
5969	2	https://hskreading.com/what-birthday-present-do-you-want/	What birthday present do you want?	你想要什么生日礼物？	Birthdays (生日) are the topic of this Chinese dialogue.	姐姐：妹妹，你的生日快到了。妹妹：对！是后天，我想要生日礼物！姐姐：你想要什么？手表吗？妹妹：不是，你再猜。姐姐：是自行车吗？妹妹：对！我想要一辆黑色的自行车。姐姐：好的，我给你买。
5943	1	https://hskreading.com/my-family-members/	My family members	我的家人	Family (家庭) is important! Learn how to introduce your family by learning from this Chinese article.	大家好，我的名字是小明，今年七岁了。我家有五口人，爸爸、妈妈、姐姐和弟弟。我的爸爸是老师，他教数学。我的妈妈也是老师，她教地理。我的姐姐是一名大学生，弟弟还没上学。
5856	2	https://hskreading.com/like-dragons/	Does he really like dragons?	叶公好龙	Chinese idioms are called成语.	古代有一个叫叶公的画家，他喜欢龙，在家里画了很多。他希望真的龙会出现。龙知道了，就飞来他的家里。他看见真的龙，很害怕，就跑了。这个成语的意思是，他自己说喜欢那个东西，但其实不是真的喜欢。
5844	1	https://hskreading.com/chinese-students/	Chinese students	中国的学生	Learn about the schooling in China where classes tend to be a lot larger: with upwards of 70 students in a class.	中国的学生，六岁读小学，小学有六年。他们十二岁读初中，初中有三年。十五岁的时候读高中，高中有三年。学生在学校里可以学习，还可以交很多朋友，和朋友们一起玩。
5833	1	https://hskreading.com/what-will-you-eat-at-lunch/	What will you eat at lunch?	今天中午吃什么？	Learn how to talk about lunch (午饭) plans.	小明：小花，你中午去哪里吃饭？小花：去饭店！小明：你去吃什么呢？小花：我吃米饭和宫保鸡丁。小明：我也想吃宫保鸡丁，我们一起去吧。
5773	1	https://hskreading.com/going-to-beijing-together/	Going to Beijing together	我们一起去北京	In this Chinese dialogue, a father and son make plans to go to Beijing (北京).	儿子：爸爸，我想去北京。爸爸：为什么呢？儿子：因为北京很好玩儿，我爱北京。爸爸：那我们现在就坐出租车去机场吧！儿子：爸爸真好！谢谢爸爸！爸爸：不客气。
5758	2	https://hskreading.com/i-want-to-buy-a-watch/	I want to buy a watch	我要买手表	Today’s beginner dialogue teaches some vital sentences to use when shopping (买东西).	Simply place an adjective between太and了.小明：您好，我要买手表，这个多少钱？服务员：500元。小明：这个手表太贵了，有便宜点儿的吗？服务员：您看这个黑色的，200元。小明：还有其他颜色吗？服务员：红色。小明：那我买这个红色的手表吧。
5689	2	https://hskreading.com/my-room/	My room	我的房间	Today’s Chinese article looks at common items to have in a bedroom.	今天，给大家介绍一下我的房间。房间里放着一张床，一张桌子。墙上挂着一张地图。地上有两个篮球，一个足球和一双鞋。因为我喜欢旅游，也喜欢打篮球和踢足球，所以我把地图、篮球和足球都放在房间里。
5233	1	https://hskreading.com/lets-play-basketball/	Let’s play basketball!	让我们打篮球吧！	Basketball (篮球) is very popular in China, with cities having many basketball courts (篮球场)	莉莉：今天天气那么好，你想要做什么？小明：让我们打篮球吧！莉莉：在哪里有篮球场呢？好像城市里没有篮球场。小明：新开的体育馆有啊，我可以开车去。莉莉：好吧，但是你要让着我！
5179	2	https://hskreading.com/forgot-mothers-birthday/	I forgot my mother’s birthday	我忘了妈妈的生日	This beginner’s Chinese dialogue talks about forgetting things.	莉莉：艾玛，我有个大麻烦。艾玛：什么事？莉莉：明天是我妈妈的生日，但是我还没有买礼物。艾玛：你为什么没有买礼物？莉莉：说实话，我忘了。艾玛：那你马上出去买礼物！莉莉：我不知道我应该给她买什么。艾玛：我跟你去商场吧，我可以帮你选一个合适的礼物。莉莉：好的，谢谢。
5154	1	https://hskreading.com/can-you-help-me/	Can you help me find my hat?	你能帮我一下吗？	A longer beginner’s dialogue today to help push your Chinese along.	妈妈：小红，你能帮我一下吗？小红：你想要什么帮助？妈妈：我的新帽子丢了，你能帮我找一下吗？小红：好的，你看看是不是在厨房里，我看下是不是在客厅里。两分钟以后。。。小红：我找到了！你的帽子在沙发下面。妈妈：谢谢你！
5146	2	https://hskreading.com/what-school-do-you-go-to/	What school do you go to?	你在什么学校上学？	Another beginner’s Mandarin dialogue. This time talking about schools (学校).	艾玛：你在什么学校上学？莉莉：我在阳光中学上学。艾玛：你喜欢你的学校吗？莉莉：我很喜欢。艾玛：你为什么喜欢你的学校？莉莉：因为我的老师很善良。艾玛：你最喜欢的科目是什么？莉莉：我最喜欢的科目是地理。艾玛：为什么？莉莉：因为我觉得地理很有意思。我可以学习其他国家的文化。
5088	2	https://hskreading.com/a-chefs-favorite-food-to-cook/	A chefs’ favorite food to cook	我最喜欢做的食物	Read about cooking (做饭) and favourite foods in this beginner Chinese article.	我是一位厨师，所以我很喜欢食物。让我告诉你我喜欢做的食物是什么。巧克力蛋糕是我最喜欢做的食物，因为巧克力蛋糕的做法很复杂。我觉得做复杂的食物很有趣。我不喜欢做的食物是炒鸡蛋，因为做炒鸡蛋真的很简单。
5046	1	https://hskreading.com/my-house-has/	My house has…	我的家	Talk about your house and the items contained within in today’s reading article for beginners.	大家好，我的名字叫小红。今年我三十五岁。我有我自己的家，里面有很多东西，比如，电视，冰箱，沙发等等。我的家也有一个车库，一个小花园，还有一个地下室。你想来看看我的家吗？
5011	1	https://hskreading.com/gave-me-a-present/	My friend gave me a gift	我的朋友送给我一个礼物	Mandarin reading article at a HSK 1 level. Learn important sentence structures for Chinese beginners.	今天我很高兴，因为我的好朋友送给我一个礼物。当我回家的时候我会打开这个礼物。我很想知道里面有什么！我的朋友为什么给我一个礼物呢？因为今天是我的生日！
4979	1	https://hskreading.com/do-you-want-to-watch-a-movie-with-me/	Do you want to watch a movie with me?	你想跟我看电影吗？	After reading the Mandarin dialogue below, you will be able to invite your friends to the movies (电影).	小红：小明，你明天想跟我去看电影吗？小明：什么电影？小红：狮子王。小明：我不太喜欢狮子王。小红：那我们看星球大战吧？小明：好的，然后我们可以喝咖啡。小红：好的，明天见!
4953	2	https://hskreading.com/zoos-are-fun-places/	Zoos are fun places	动物园是很有趣的	Today’s Mandarin article is talking about animals at the zoo.	动物园真是一个有趣的地方。在这里你可以看到各种各样的动物。有黑白颜色可爱的大熊猫。有正在开屏，五颜六色的孔雀。有正在爬树的猴子。有脖子长长的长颈鹿。有鼻子细长，身体庞大的大象。还有我最喜欢的老虎。
4901	2	https://hskreading.com/what-is-happiness/	What is happiness?	幸福是什么？	Find the meaning of happiness by reading this beginner’s Chinese article.	
4782	2	https://hskreading.com/your-food-delivery-might-be-a-little-late/	Your food delivery might be a little late	你的外卖可能会晚到一会	美团外卖is a company that delivers food in China. You can review delivery drivers and give them one to five stars for their service. It is very common to give 5 stars (五星).	送餐员：您好，我是美团外卖送餐员。不好意思，您的外卖可能会晚到一会，饭店在用餐的顾客太多了。我：好，我可以等一会。送餐员：谢谢，我会尽快送到的。十分钟以后。。。送餐员：您好，这是您的外卖。我：谢谢你。送餐员：如果您对我的服务满意的话，请稍后给我一个五星好评可以吗？我：没问题!
4760	2	https://hskreading.com/what-is-your-dream/	What is your dream?	你的理想是什么？	Learn how to ask someone what they aspire to do, or what their dream is!	小红:小明，你的理想是什么？小明:我想当一名探险家，去发现世界上别人不知道的地方。你呢？小红:我想当一名医生。别人生病的时候，我就可以帮助他们，让他们不再痛苦。小明:你真善良! 小红:我当医生以后，一定要研究出不苦的药。这样小朋友们就会不讨厌吃药了。小明:太好了。
4433	1	https://hskreading.com/my-day/	My day	走路去上学	A passage about going to school. Read slowly before answering the comprehension questions below.	今天我七点醒了。然后，我穿好衣服了。我八点半走路去上学。我不骑自行车，因为车子坏了。我不坐公共汽车，因为公交车车票太贵了。走路的时候突然下雨了，我讨厌下雨。我喜欢晴天。
4437	1	https://hskreading.com/mr-browns-garden/	Mr Brown’s Garden	布朗先生的花园	This Chinese reading describes Mr Brown’s life, and his garden.	布朗先生住在一个漂亮的房子里。从周一到周五，他在自己家附近的一间办公室里工作。周末的时候，他不需要工作。他还有一个漂亮的花园，他会在花园里种些植物。他很享受在花园里忙碌的时光，那是他最开心的时候。
4365	1	https://hskreading.com/jims-family/	Jim’s family	吉姆的家庭	艾米is the name “Amy” and吉姆is how people say “Jim” in Chinese.	我的名字是艾米。我来自美国。吉姆是我的好朋友，他来自英国。吉姆的爸爸是一名警察。吉姆的妈妈是一名漂亮的护士。哦，对了，吉姆的姑姑是一名电视主持人。吉姆还有一个妹妹，她今年七岁了。我和她也是好朋友。
4144	1	https://hskreading.com/me-and-my-family/	Me and my family	我和我的家庭	亚历山大is the name “Alexander”. Find out more about Alexander in today’s Chinese reading article!	我的名字是亚历山大，我二十岁。我的家里有四口人。我的爸爸是一位生意人。他喜欢他的工作。我的妈妈是一位护士。她不喜欢她的工作。我的哥哥和我都上大学。
4136	2	https://hskreading.com/likes-and-dislikes/	Likes and dislikes – Also Baymax?	大白		琪琪最喜欢的水果是苹果和橘子。她也很喜欢香蕉。她不喜欢吃肉，也不喜欢喝牛奶。她还喜欢吃鱼肉，喜欢米饭。她不喜欢喝咖啡，不喜欢喝茶，但是她很喜欢喝果汁。她有一只宠物猫，它的名字是大白。大白也很喜欢吃鱼肉。琪琪有时间的时候，会陪着大白一起在阳台上晒太阳。
4125	2	https://hskreading.com/personal-introduction/	Personal introduction	自我介绍	Read this article and learn how to introduce yourself in Chinese! 	大家好，我是丽丽。今年我九岁了。我长的很高，头发也很长。我有一双大眼睛和浓密的眉毛。我有一位好朋友，她的名字是琪琪。她也很漂亮，很聪明。每天早晨我们总是一起去学校，我们两个人都喜欢游泳，每天我们都很开心。希望我们是一辈子的好朋友。
4102	2	https://hskreading.com/my-favourite-day/	My favourite day	我最喜欢的一天	Learn to describe your day in Mandarin Chinese.	我叫小明。我最喜欢的一天是10月18日，因为那天是我的生日。我很高兴。那天早餐我吃鸡蛋和豆浆。我的朋友来我家和我玩，我们一起做游戏。有人弹钢琴，有人弹吉他。午餐很好吃，妈妈为我们准备了一个很大的生日蛋糕。午饭后，我的父母带我去看了我最喜欢的电影。那天我很累，但是我很快乐。
4092	2	https://hskreading.com/buying-some-fruit/	Buying some fruit	买水果	This beginner’s Chinese passage is about buying fruit. 	我叫彼得，我来自新加坡。今天天气很晴朗。妈妈和我在超市购物。我们买了很多水果。我喜欢吃香蕉和葡萄。爸爸和妈妈喜欢苹果和橘子。超市里有很多蔬菜。黄瓜和茄子是我最喜欢的蔬菜。胡萝卜对身体健康有好处，我父母和我都很喜欢。
4045	1	https://hskreading.com/foods-we-like-and-dislike/	Foods we like and dislike	我们喜欢和不喜欢的食物	This beginner’s reading article talks about likes and dislikes.	我叫比尔。我有两个好朋友，凯利和吉姆。我们都喜欢早餐吃热狗，午餐吃鸡肉和土豆。凯利喜欢胡萝卜和西红柿。吉姆不喜欢。他只喜欢西兰花。吉姆和我晩饭喜欢吃冰淇淋和沙拉。但是凯利喜欢茄子和大米。
4027	2	https://hskreading.com/family-introduction/	Family introduction	介绍我的家庭	Learn how to talk about your family in today’s Mandarin reading article.	我叫彼得。我有一个大家庭。我父亲四十六岁。他是一位老师。他喜欢画画。他总是穿一套黑西装。我母亲四十四岁。她是个医生。现在她穿着白色制服。她在医院工作。她喜欢音乐。我的祖父母是军人。他们很老，但很健康。我弟弟十六岁。他是个学生。他喜欢运动。
4024	1	https://hskreading.com/me-and-my-friend/	Me and my friend	我和我的朋友	大卫is David in Chinese. Non-Chinese names are commonly given phonetical translations.	你好！我叫高伟。我有一个朋友，他是英国人。他的名字叫大卫。他十二岁。我也是十二岁。我们都喜欢骑自行车。我们不喜欢打篮球。大卫最喜欢的季节是冬天。我最喜欢的季节是夏天。
3975	2	https://hskreading.com/look-at-the-giraffe/	Look at the giraffe!	长颈鹿		妈妈：儿子，快看，长颈鹿。儿子：哇，它好高啊。它有一个长长的脖子和黄色的毛。妈妈：是的，所以它才叫长颈鹿啊。儿子：它还有四条长长的腿，而且还很细。妈妈：快看，它的尾巴。儿子：好可爱啊，它的尾巴摇来摇去的，像一个小闹钟的指针。妈妈：哈哈，你的想象力可真丰富。儿子：妈妈，我们再去看其他动物吧。
3901	1	https://hskreading.com/what-is-your-favourite-subject/	What is your favourite subject?	你最喜欢的科目是什么？	Learn how to talk about your favorite subjects (科目) in this beginner’s dialogue.	丽丽：请问，你最喜欢的科目是什么？小明：我最喜欢历史。我对历史很感兴趣。你呢？丽丽：我最喜欢地理，因为我觉得看地图很有意思。小明：那你长大以后想做什么？丽丽：我想当地理学家！你呢？小明：我想当历史学家！
3676	2	https://hskreading.com/my-kitten/	My Kitten	我的小猫	A short beginner’s Chinese reading about a kitten.	我的家里有一只小猫，它是白色的。它的名字是花花。每天它都给全家带来很多欢乐。它会在房间里跑，玩玩具，躺在沙发上晒太阳。我很喜欢花花。
3672	2	https://hskreading.com/what-will-you-do-after-school/	What will you do after school?	放学以后你要做什么？	What will you do after shool? This is the subject of today’s short beginner dialogue.	小明:小刚，放学以后你要做什么？小刚:当然是写作业了，语文数学英语作业。你呢？小明：我也要写作业，然后我要去游泳。小刚：好羡慕你啊！
3619	1	https://hskreading.com/lets-play-football/	Let’s play football	让我们一起去踢足球	A short Chinese dialogue about making plans to play football (足球).	小刚：今天天气怎么样？小明：今天天气很晴朗。小刚：那我们一起去踢足球吧，好久都没有去了。小明：好，那我们一起去！
3615	2	https://hskreading.com/i-want-to-go-to-the-supermarket/	I want to go to the supermarket	我想要去超市	Head to the supermarket (超市) in today’s beginner Chinese dialogue.	妻子：今天我想要去超市买蔬菜，你想吃什么呢？丈夫：我想吃蘑菇和白菜。妻子：好的。二十分钟以后。。。妻子：我回来啦!蘑菇五块钱，白菜十二块钱。丈夫：五块钱？太贵了！妻子：是的，白菜也很贵。
3611	1	https://hskreading.com/how-is-the-weather-today/	How is the weather today?	天气怎么样？	A short Chinese dialogue introducing a very useful question:今天天气怎么样meaning” What’s the weather like today?”.	小明：今天天气怎么样？小刚：今天天气很好，阳光很好。小明：我们一起去放风筝吧！小刚：太好了！
3552	2	https://hskreading.com/new-student/	New student	新学生	This is a longer Chinese dialogue for beginners. Don’t be put off by it’s length; work through slowly and carefully.	李磊：你好，我是新来的学生。韩梅梅：你好，我的名字是韩梅梅。欢迎来到我们的学校！李磊：谢谢，我非常喜欢我的新学校。韩梅梅：我也是。咱们一起去教室吧？李磊：好的，我们走。那位男老师是谁呢？他是我们的语文老师吗？韩梅梅：不，他是我们的英语老师，张老师。李磊：明白了。这位女生又是谁呢？韩梅梅：她是李娟，也是一位新学生。
3548	2	https://hskreading.com/new-classroom-and-book-bag/	Our new classroom	我们的新教室	A Chinese dialogue between two friends. Learn how to talk about quantities of items.	小红：快看，我们的新教室！小明：哇，有好多书啊！小红；你能看到多少本中文书？小明：我能看到十二本中文书。小红：有多少把椅子呢？小明：有三十五把椅子。小红：我的书包好沉啊！小明：你书包里有什么？小红：有十本故事书和十二历史书。小明：太沉了吧！
3527	1	https://hskreading.com/do-you-like-vegetables/	Do you like vegetables?	你喜欢吃蔬菜吗？	A simple beginner’s Chinese dialogue. Learn the names of various vegetables (蔬菜).	小明：这是什么？王刚：这是茄子。小明：你喜欢茄子吗？王刚：喜欢。小明：那是什么？王刚：那是黄瓜。小明：你喜欢吃黄瓜吗？王刚：不，我不喜欢，我喜欢吃西红柿。
3457	1	https://hskreading.com/how-tall-are-you/	How tall are you?	你多高？	This dialogue is talking about height – if you ever travel around China you might be asked this quite a lot.	小明：王刚，好久不见，你看起来长高了。你多高？王刚：小明，我现在180厘米。暑假锻炼身体，每天游泳，可能长高了。小明：一定是的，锻炼身体太有帮助了。王刚：小明，你现在多高？小明：我只有170厘米，太矮了！
3454	1	https://hskreading.com/my-family/	My family	我的家庭	This beginner’s Mandarin dialogue will teach you how to introduce people to your family.	小明:王刚，欢迎来到我的家!王刚:谢谢小明!小明:这是我的爸爸，妈妈.王刚:叔叔好，阿姨好。小明经常提到您们。妈妈爸爸:你好，认识你很高兴。小明:我还有一个姐姐，但是她不在。她在大学里工作。王刚:希望下次可以看到她!
3436	2	https://hskreading.com/do-you-have-any-pets/	Do you have any pets?	你有宠物吗？	A Mandarin dialogue talking about and describing pets.	佳琪：小红，你有宠物吗？小红：有的。我们家有一条狗，一只猫。我很喜欢和它们一起玩。佳琪：我想要宠物，可是我妈妈不同意，她说，太麻烦了！小红：不会的，小动物们都很聪明，很好玩。
3432	2	https://hskreading.com/welcome-what-do-you-want-to-buy/	Welcome, what do you want to buy?	欢迎光临，您想买什么？	This Chinese article is a conversation between a shop assistant (售货员) and customer (顾客).	售货员：欢迎光临，有什么可以帮您的吗？顾客：我想买一条裤子，最近天气很冷。售货员：是的，最近真的很冷。您看这条裤子喜欢吗？有黑色和蓝色两种。顾客：请帮我拿一条黑色中号吧，我试试。售货员：感觉怎么样？顾客：很喜欢，多少钱？售货员：150元，请您到收银台交钱。顾客：谢谢！
3429	2	https://hskreading.com/what-is-in-your-pencil-case/	What is in your pencil case?	你的文具盒里有什么？	In this Chinese article, pay attention to the measure words used.	李明:小红，你的文具盒好漂亮啊！里面有什么呢？小红：文具盒里面有三根铅笔、一块橡皮、一个转笔刀，两支笔、还有我的课程表。李明：你准备的真多！
